session,list,trialNr,phrase_item,noun,adj,itemNr,condition_phrFreq,condition_exposure,blocktype,category,phrase_train4,picture_file
train4,list4,31,Apfel_neu,Apfel,neu,1,LFP,SN,ncblock,food,Apfel_klein,apfel_klein.png
train4,list4,32,Ball_rot,Ball,rot,2,HFP,SN,ncblock,tool,Ball_klein,ball_klein.png
train4,list4,33,Blatt_schwarz,Blatt,schwarz,6,LFP,SN,ncblock,nature,Blatt_gross,blatt_gross.png
train4,list4,34,Buch_gruen,Buch,gruen,12,LFP,SN,ncblock,etc,Buch_klein,buch_klein.png
train4,list4,35,Bus_neu,Bus,neu,14,HFP,SN,ncblock,transportation,Bus_gross,bus_gross.png
train4,list4,36,Fabrik_gross,Fabrik,gross,18,HFP,SN,ncblock,building,Fabrik_neu,fabrik_neu.png
train4,list4,37,Flagge_alt,Flagge,alt,21,LFP,SN,ncblock,etc,Flagge_neu,flagge_neu.png
train4,list4,38,Haus_schwarz,Haus,schwarz,26,LFP,SN,ncblock,building,Haus_alt,haus_alt.png
train4,list4,39,Kirche_rot,Kirche,rot,34,LFP,SN,ncblock,building,Kirche_gross,kirche_gross.png
train4,list4,40,Mantel_alt,Mantel,alt,39,LFP,SN,ncblock,clothing,Mantel_gross,mantel_gross.png
train4,list4,41,Nest_klein,Nest,klein,41,HFP,SN,ncblock,building,Nest_neu,nest_neu.png
train4,list4,42,Rock_schwarz,Rock,schwarz,47,HFP,SN,ncblock,clothing,Rock_alt,rock_alt.png
train4,list4,43,Stadion_gruen,Stadion,gruen,51,LFP,SN,ncblock,building,Stadion_gross,stadion_gross.png
train4,list4,44,Teppich_rot,Teppich,rot,53,HFP,SN,ncblock,furniture,Teppich_alt,teppich_alt.png
train4,list4,45,Tisch_alt,Tisch,alt,54,LFP,SN,ncblock,furniture,Tisch_klein,tisch_klein.png
train4,list4,46,Topf_gross,Topf,gross,56,HFP,SN,ncblock,tool,Topf_klein,topf_klein.png
train4,list4,47,Hemd_klein,Hemd,klein,27,LFP,SP,ncblock,clothing,Hemd_klein,hemd_klein.png
train4,list4,48,Feder_gross,Feder,gross,20,LFP,SP,ncblock,etc,Feder_gross,feder_gross.png
train4,list4,49,Fahrrad_klein,Fahrrad,klein,19,LFP,SP,ncblock,transportation,Fahrrad_klein,fahrrad_klein.png
train4,list4,50,Kleid_gross,Kleid,gross,35,LFP,SP,ncblock,clothing,Kleid_gross,kleid_gross.png
train4,list4,51,Geschenk_neu,Geschenk,neu,24,LFP,SP,ncblock,etc,Geschenk_neu,geschenk_neu.png
train4,list4,52,Schale_klein,Schale,klein,49,HFP,SP,ncblock,tool,Schale_klein,schale_klein.png
train4,list4,53,Wueste_gross,Wueste,gross,61,HFP,SP,ncblock,nature,Wueste_gross,wueste_gross.png
train4,list4,54,Turm_alt,Turm,alt,58,HFP,SP,ncblock,building,Turm_alt,turm_alt.png
train4,list4,55,Kaffee_neu,Kaffee,neu,31,LFP,SP,ncblock,food,Kaffee_neu,kaffee_neu.png
train4,list4,56,Bombe_klein,Bombe,klein,8,HFP,SP,ncblock,etc,Bombe_klein,bombe_klein.png
train4,list4,57,Palast_neu,Palast,neu,43,LFP,SP,ncblock,building,Palast_neu,palast_neu.png
train4,list4,58,Brief_alt,Brief,alt,9,HFP,SP,ncblock,tool,Brief_alt,brief_alt.png
train4,list4,59,Kamera_neu,Kamera,neu,32,HFP,SP,ncblock,tool,Kamera_neu,kamera_neu.png
train4,list4,60,Kerze_alt,Kerze,alt,33,LFP,SP,ncblock,etc,Kerze_alt,kerze_alt.png
train4,list4,61,Paket_alt,Paket,alt,42,LFP,SP,ncblock,etc,Paket_alt,paket_alt.png
train4,list4,62,Tasse_gross,Tasse,gross,52,HFP,SP,ncblock,tool,Tasse_gross,tasse_gross.png
train4,list4,63,Mauer_alt,Mauer,alt,40,HFP,SP,ncblock,building,Mauer_alt,mauer_alt.png
train4,list4,64,Zug_alt,Zug,alt,64,LFP,SP,ncblock,transportation,Zug_alt,zug_alt.png
train4,list4,65,Zelt_alt,Zelt,alt,63,LFP,SP,ncblock,building,Zelt_alt,zelt_alt.png
train4,list4,66,Rad_neu,Rad,neu,46,HFP,SP,ncblock,etc,Rad_neu,rad_neu.png
